start,end,type
6157,3950,WORKS_FOR
6158,1357,WORKS_FOR
6159,2337,WORKS_FOR
6160,2420,WORKS_FOR
6161,129,WORKS_FOR
6162,1390,WORKS_FOR
6163,965,WORKS_FOR
6164,4302,WORKS_FOR
6165,3426,WORKS_FOR
6166,3361,WORKS_FOR
6167,3854,WORKS_FOR
6168,2454,WORKS_FOR
6169,1795,WORKS_FOR
6170,2848,WORKS_FOR
6171,3707,WORKS_FOR
6172,3660,WORKS_FOR
6173,1902,WORKS_FOR
6174,2974,WORKS_FOR
6175,1569,WORKS_FOR
6176,4179,WORKS_FOR
6177,1208,WORKS_FOR
6178,4256,WORKS_FOR
6179,1538,WORKS_FOR
6180,3292,WORKS_FOR
6181,1863,WORKS_FOR
6182,1756,WORKS_FOR
6183,3148,WORKS_FOR
6184,2432,WORKS_FOR
6185,3121,WORKS_FOR
6186,3897,WORKS_FOR
6187,3088,WORKS_FOR
6188,643,WORKS_FOR
6189,2330,WORKS_FOR
6190,160,WORKS_FOR
6191,3438,WORKS_FOR
6192,1883,WORKS_FOR
6193,713,WORKS_FOR
6194,474,WORKS_FOR
6195,2222,WORKS_FOR
6196,3030,WORKS_FOR
6197,3645,WORKS_FOR
6198,2878,WORKS_FOR
6199,568,WORKS_FOR
6200,3785,WORKS_FOR
6201,3627,WORKS_FOR
6202,1099,WORKS_FOR
6203,1605,WORKS_FOR
6204,628,WORKS_FOR
6205,2745,WORKS_FOR
6206,1087,WORKS_FOR
6207,4052,WORKS_FOR
6208,1001,WORKS_FOR
6209,2566,WORKS_FOR
6210,1910,WORKS_FOR
6211,1517,WORKS_FOR
6212,3756,WORKS_FOR
6213,322,WORKS_FOR
6214,1063,WORKS_FOR
6215,1615,WORKS_FOR
6216,3005,WORKS_FOR
6217,623,WORKS_FOR
6218,3106,WORKS_FOR
6219,1616,WORKS_FOR
6220,4336,WORKS_FOR
6221,176,WORKS_FOR
6222,2692,WORKS_FOR
6223,1597,WORKS_FOR
6224,698,WORKS_FOR
6225,4007,WORKS_FOR
6226,4005,WORKS_FOR
6227,1142,WORKS_FOR
6228,389,WORKS_FOR
6229,1591,WORKS_FOR
6230,3055,WORKS_FOR
6231,3777,WORKS_FOR
6232,2233,WORKS_FOR
6233,587,WORKS_FOR
6234,701,WORKS_FOR
6235,713,WORKS_FOR
6236,2747,WORKS_FOR
6237,2595,WORKS_FOR
6238,3164,WORKS_FOR
6239,3384,WORKS_FOR
6240,423,WORKS_FOR
6241,3249,WORKS_FOR
6242,574,WORKS_FOR
6243,3655,WORKS_FOR
6244,2947,WORKS_FOR
6245,1482,WORKS_FOR
6246,1819,WORKS_FOR
6247,3422,WORKS_FOR
6248,2048,WORKS_FOR
6249,1605,WORKS_FOR
6250,1019,WORKS_FOR
6251,1567,WORKS_FOR
6252,2933,WORKS_FOR
6253,4055,WORKS_FOR
6254,2203,WORKS_FOR
6255,2650,WORKS_FOR
6256,3758,WORKS_FOR
6257,3478,WORKS_FOR
6258,4016,WORKS_FOR
6259,1980,WORKS_FOR
6260,3196,WORKS_FOR
6261,3760,WORKS_FOR
6262,2847,WORKS_FOR
6263,3052,WORKS_FOR
6264,2216,WORKS_FOR
6265,2832,WORKS_FOR
6266,3416,WORKS_FOR
6267,2694,WORKS_FOR
6268,557,WORKS_FOR
6269,202,WORKS_FOR
6270,2096,WORKS_FOR
6271,573,WORKS_FOR
6272,1381,WORKS_FOR
6273,443,WORKS_FOR
6274,1561,WORKS_FOR
6275,3863,WORKS_FOR
6276,1247,WORKS_FOR
6277,3346,WORKS_FOR
6278,3091,WORKS_FOR
6279,1478,WORKS_FOR
6280,3189,WORKS_FOR
6281,4081,WORKS_FOR
6282,4320,WORKS_FOR
6283,1979,WORKS_FOR
6284,1956,WORKS_FOR
6285,1969,WORKS_FOR
6286,4191,WORKS_FOR
6287,2732,WORKS_FOR
6288,1902,WORKS_FOR
6289,2029,WORKS_FOR
6290,3629,WORKS_FOR
6291,3229,WORKS_FOR
6292,2140,WORKS_FOR
6293,3571,WORKS_FOR
6294,3161,WORKS_FOR
6295,695,WORKS_FOR
6296,1695,WORKS_FOR
6297,1637,WORKS_FOR
6298,2065,WORKS_FOR
6299,3881,WORKS_FOR
6300,3762,WORKS_FOR
6301,58,WORKS_FOR
6302,2857,WORKS_FOR
6303,2924,WORKS_FOR
6304,1931,WORKS_FOR
6305,2682,WORKS_FOR
6306,1915,WORKS_FOR
6307,3643,WORKS_FOR
6308,67,WORKS_FOR
6309,3655,WORKS_FOR
6310,1287,WORKS_FOR
6311,1441,WORKS_FOR
6312,4162,WORKS_FOR
6313,2033,WORKS_FOR
6314,4121,WORKS_FOR
6315,1603,WORKS_FOR
6316,2176,WORKS_FOR
6317,3034,WORKS_FOR
6318,1171,WORKS_FOR
6319,724,WORKS_FOR
6320,1532,WORKS_FOR
6321,4025,WORKS_FOR
6322,1992,WORKS_FOR
6323,4278,WORKS_FOR
6324,3380,WORKS_FOR
6325,2436,WORKS_FOR
6326,4052,WORKS_FOR
6327,2107,WORKS_FOR
6328,2467,WORKS_FOR
6329,3785,WORKS_FOR
6330,3681,WORKS_FOR
6331,4314,WORKS_FOR
6332,1529,WORKS_FOR
6333,1123,WORKS_FOR
6334,2188,WORKS_FOR
6335,1528,WORKS_FOR
6336,3753,WORKS_FOR
6337,3127,WORKS_FOR
6338,434,WORKS_FOR
6339,2460,WORKS_FOR
6340,1316,WORKS_FOR
6341,546,WORKS_FOR
6342,365,WORKS_FOR
6343,1937,WORKS_FOR
6344,1323,WORKS_FOR
6345,3753,WORKS_FOR
6346,3766,WORKS_FOR
6347,209,WORKS_FOR
6348,1053,WORKS_FOR
6349,299,WORKS_FOR
6350,657,WORKS_FOR
6351,4087,WORKS_FOR
6352,1040,WORKS_FOR
6353,227,WORKS_FOR
6354,4163,WORKS_FOR
6355,3915,WORKS_FOR
6356,2908,WORKS_FOR
6357,773,WORKS_FOR
6358,1107,WORKS_FOR
6359,1352,WORKS_FOR
6360,2186,WORKS_FOR
6361,1217,WORKS_FOR
6362,1681,WORKS_FOR
6363,3505,WORKS_FOR
6364,4082,WORKS_FOR
6365,853,WORKS_FOR
6366,1638,WORKS_FOR
6367,3002,WORKS_FOR
6368,2637,WORKS_FOR
6369,1330,WORKS_FOR
6370,4206,WORKS_FOR
6371,4166,WORKS_FOR
6372,491,WORKS_FOR
6373,2125,WORKS_FOR
6374,4319,WORKS_FOR
6375,3629,WORKS_FOR
6376,1335,WORKS_FOR
6377,2558,WORKS_FOR
6378,2287,WORKS_FOR
6379,2592,WORKS_FOR
6380,566,WORKS_FOR
6381,1099,WORKS_FOR
6382,2611,WORKS_FOR
6383,1911,WORKS_FOR
6384,2846,WORKS_FOR
6385,2499,WORKS_FOR
6386,1991,WORKS_FOR
6387,768,WORKS_FOR
6388,2526,WORKS_FOR
6389,2630,WORKS_FOR
6390,3271,WORKS_FOR
6391,849,WORKS_FOR
6392,1549,WORKS_FOR
6393,3833,WORKS_FOR
6394,2773,WORKS_FOR
6395,3979,WORKS_FOR
6396,1278,WORKS_FOR
6397,2255,WORKS_FOR
6398,3075,WORKS_FOR
6399,3259,WORKS_FOR
6400,1526,WORKS_FOR
6401,1274,WORKS_FOR
6402,3943,WORKS_FOR
6403,4129,WORKS_FOR
6404,2999,WORKS_FOR
6405,551,WORKS_FOR
6406,4322,WORKS_FOR
6407,393,WORKS_FOR
6408,1846,WORKS_FOR
6409,3637,WORKS_FOR
6410,364,WORKS_FOR
6411,1744,WORKS_FOR
6412,2130,WORKS_FOR
6413,3231,WORKS_FOR
6414,2980,WORKS_FOR
6415,2186,WORKS_FOR
6416,3692,WORKS_FOR
6417,493,WORKS_FOR
6418,3859,WORKS_FOR
6419,3220,WORKS_FOR
6420,3252,WORKS_FOR
6421,1471,WORKS_FOR
6422,1564,WORKS_FOR
6423,478,WORKS_FOR
6424,713,WORKS_FOR
6425,1763,WORKS_FOR
6426,694,WORKS_FOR
6427,741,WORKS_FOR
6428,3285,WORKS_FOR
6429,1807,WORKS_FOR
6430,680,WORKS_FOR
6431,1030,WORKS_FOR
6432,4188,WORKS_FOR
6433,849,WORKS_FOR
6434,1035,WORKS_FOR
6435,3590,WORKS_FOR
6436,3944,WORKS_FOR
6437,3561,WORKS_FOR
6438,137,WORKS_FOR
6439,3708,WORKS_FOR
6440,435,WORKS_FOR
6441,358,WORKS_FOR
6442,1949,WORKS_FOR
6443,906,WORKS_FOR
6444,4092,WORKS_FOR
6445,1062,WORKS_FOR
6446,800,WORKS_FOR
6447,69,WORKS_FOR
6448,3591,WORKS_FOR
6449,1714,WORKS_FOR
6450,2540,WORKS_FOR
6451,1479,WORKS_FOR
6452,3810,WORKS_FOR
6453,1798,WORKS_FOR
6454,2710,WORKS_FOR
6455,1043,WORKS_FOR
6456,657,WORKS_FOR
6457,1342,WORKS_FOR
6458,630,WORKS_FOR
6459,4018,WORKS_FOR
6460,3936,WORKS_FOR
6461,2091,WORKS_FOR
6462,2851,WORKS_FOR
6463,2358,WORKS_FOR
6464,660,WORKS_FOR
6465,628,WORKS_FOR
6466,600,WORKS_FOR
6467,1866,WORKS_FOR
6468,2190,WORKS_FOR
6469,453,WORKS_FOR
6470,672,WORKS_FOR
6471,2237,WORKS_FOR
6472,459,WORKS_FOR
6473,845,WORKS_FOR
6474,3313,WORKS_FOR
6475,1311,WORKS_FOR
6476,2055,WORKS_FOR
6477,1647,WORKS_FOR
6478,3079,WORKS_FOR
6479,3561,WORKS_FOR
6480,1153,WORKS_FOR
6481,168,WORKS_FOR
6482,1625,WORKS_FOR
6483,2807,WORKS_FOR
6484,1871,WORKS_FOR
6485,2688,WORKS_FOR
6486,660,WORKS_FOR
6487,2767,WORKS_FOR
6488,1141,WORKS_FOR
6489,2639,WORKS_FOR
6490,729,WORKS_FOR
6491,1236,WORKS_FOR
6492,2744,WORKS_FOR
6493,3466,WORKS_FOR
6494,3152,WORKS_FOR
6495,1468,WORKS_FOR
6496,474,WORKS_FOR
6497,134,WORKS_FOR
6498,657,WORKS_FOR
6499,4206,WORKS_FOR
6500,587,WORKS_FOR
6501,2226,WORKS_FOR
6502,283,WORKS_FOR
6503,2995,WORKS_FOR
6504,747,WORKS_FOR
6505,3947,WORKS_FOR
6506,775,WORKS_FOR
6507,3093,WORKS_FOR
6508,2188,WORKS_FOR
6509,129,WORKS_FOR
6510,523,WORKS_FOR
6511,3151,WORKS_FOR
6512,2785,WORKS_FOR
6513,3787,WORKS_FOR
6514,402,WORKS_FOR
6515,1945,WORKS_FOR
6516,232,WORKS_FOR
6517,256,WORKS_FOR
6518,3838,WORKS_FOR
6519,2297,WORKS_FOR
6520,3929,WORKS_FOR
6521,178,WORKS_FOR
6522,4165,WORKS_FOR
6523,3304,WORKS_FOR
6524,124,WORKS_FOR
6525,2171,WORKS_FOR
6526,3696,WORKS_FOR
6527,3521,WORKS_FOR
6528,1991,WORKS_FOR
6529,419,WORKS_FOR
6530,4082,WORKS_FOR
6531,409,WORKS_FOR
6532,686,WORKS_FOR
6533,2443,WORKS_FOR
6534,3150,WORKS_FOR
6535,796,WORKS_FOR
6536,2928,WORKS_FOR
6537,1942,WORKS_FOR
6538,382,WORKS_FOR
6539,3124,WORKS_FOR
6540,1145,WORKS_FOR
6541,4119,WORKS_FOR
6542,739,WORKS_FOR
6543,4203,WORKS_FOR
6544,962,WORKS_FOR
6545,180,WORKS_FOR
6546,2744,WORKS_FOR
6547,58,WORKS_FOR
6548,983,WORKS_FOR
6549,448,WORKS_FOR
6550,372,WORKS_FOR
6551,1094,WORKS_FOR
6552,1060,WORKS_FOR
6553,256,WORKS_FOR
6554,1951,WORKS_FOR
6555,657,WORKS_FOR
6556,2696,WORKS_FOR
6557,2534,WORKS_FOR
6558,1669,WORKS_FOR
6559,712,WORKS_FOR
6560,3112,WORKS_FOR
6561,1110,WORKS_FOR
6562,543,WORKS_FOR
6563,4140,WORKS_FOR
6564,3432,WORKS_FOR
6565,3150,WORKS_FOR
6566,1922,WORKS_FOR
6567,1961,WORKS_FOR
6568,304,WORKS_FOR
6569,3430,WORKS_FOR
6570,217,WORKS_FOR
6571,417,WORKS_FOR
6572,3787,WORKS_FOR
6573,3665,WORKS_FOR
6574,4073,WORKS_FOR
6575,616,WORKS_FOR
6576,3323,WORKS_FOR
6577,479,WORKS_FOR
6578,1238,WORKS_FOR
6579,2791,WORKS_FOR
6580,4199,WORKS_FOR
6581,959,WORKS_FOR
6582,2347,WORKS_FOR
6583,2665,WORKS_FOR
6584,3853,WORKS_FOR
6585,3219,WORKS_FOR
6586,3113,WORKS_FOR
6587,3600,WORKS_FOR
6588,1994,WORKS_FOR
6589,3535,WORKS_FOR
6590,3499,WORKS_FOR
6591,579,WORKS_FOR
6592,692,WORKS_FOR
6593,170,WORKS_FOR
6594,2140,WORKS_FOR
6595,1760,WORKS_FOR
6596,2015,WORKS_FOR
6597,4206,WORKS_FOR
6598,1931,WORKS_FOR
6599,3478,WORKS_FOR
6600,1676,WORKS_FOR
6601,2390,WORKS_FOR
6602,3584,WORKS_FOR
6603,3612,WORKS_FOR
6604,1081,WORKS_FOR
6605,4186,WORKS_FOR
6606,463,WORKS_FOR
6607,4076,WORKS_FOR
6608,667,WORKS_FOR
6609,3262,WORKS_FOR
6610,1155,WORKS_FOR
6611,228,WORKS_FOR
6612,2602,WORKS_FOR
6613,2324,WORKS_FOR
6614,2196,WORKS_FOR
6615,2387,WORKS_FOR
6616,2536,WORKS_FOR
6617,3732,WORKS_FOR
6618,3866,WORKS_FOR
6619,2079,WORKS_FOR
6620,1802,WORKS_FOR
6621,1925,WORKS_FOR
6622,3143,WORKS_FOR
6623,3812,WORKS_FOR
6624,1050,WORKS_FOR
6625,2518,WORKS_FOR
6626,1718,WORKS_FOR
6627,3943,WORKS_FOR
6628,750,WORKS_FOR
6629,667,WORKS_FOR
6630,3063,WORKS_FOR
6631,1764,WORKS_FOR
6632,1753,WORKS_FOR
6633,4319,WORKS_FOR
6634,2497,WORKS_FOR
6635,3307,WORKS_FOR
6636,883,WORKS_FOR
6637,3567,WORKS_FOR
6638,3534,WORKS_FOR
6639,416,WORKS_FOR
6640,1283,WORKS_FOR
6641,3270,WORKS_FOR
6642,338,WORKS_FOR
6643,3700,WORKS_FOR
6644,4046,WORKS_FOR
6645,4099,WORKS_FOR
6646,455,WORKS_FOR
6647,4174,WORKS_FOR
6648,168,WORKS_FOR
6649,2767,WORKS_FOR
6650,2117,WORKS_FOR
6651,1600,WORKS_FOR
6652,1027,WORKS_FOR
6653,3624,WORKS_FOR
6654,4048,WORKS_FOR
6655,3684,WORKS_FOR
6656,4307,WORKS_FOR
6657,1004,WORKS_FOR
6658,730,WORKS_FOR
6659,673,WORKS_FOR
6660,4245,WORKS_FOR
6661,1685,WORKS_FOR
6662,2134,WORKS_FOR
6663,918,WORKS_FOR
6664,346,WORKS_FOR
6665,2453,WORKS_FOR
6666,168,WORKS_FOR
6667,3875,WORKS_FOR
6668,4149,WORKS_FOR
6669,3621,WORKS_FOR
6670,3910,WORKS_FOR
6671,2530,WORKS_FOR
6672,2075,WORKS_FOR
6673,4200,WORKS_FOR
6674,4060,WORKS_FOR
6675,3109,WORKS_FOR
6676,3352,WORKS_FOR
6677,1966,WORKS_FOR
6678,847,WORKS_FOR
6679,2718,WORKS_FOR
6680,2946,WORKS_FOR
6681,3870,WORKS_FOR
6682,391,WORKS_FOR
6683,3092,WORKS_FOR
6684,2560,WORKS_FOR
6685,1208,WORKS_FOR
6686,3850,WORKS_FOR
6687,2726,WORKS_FOR
6688,3477,WORKS_FOR
6689,1177,WORKS_FOR
6690,2913,WORKS_FOR
6691,3566,WORKS_FOR
6692,2949,WORKS_FOR
6693,2428,WORKS_FOR
6694,1580,WORKS_FOR
6695,4189,WORKS_FOR
6696,2669,WORKS_FOR
6697,2968,WORKS_FOR
6698,2946,WORKS_FOR
6699,1696,WORKS_FOR
6700,3288,WORKS_FOR
6701,4087,WORKS_FOR
6702,250,WORKS_FOR
6703,680,WORKS_FOR
6704,2610,WORKS_FOR
6705,4073,WORKS_FOR
6706,1942,WORKS_FOR
6707,3132,WORKS_FOR
6708,3965,WORKS_FOR
6709,750,WORKS_FOR
6710,554,WORKS_FOR
6711,1865,WORKS_FOR
6712,2468,WORKS_FOR
6713,3600,WORKS_FOR
6714,1873,WORKS_FOR
6715,4033,WORKS_FOR
6716,4056,WORKS_FOR
6717,503,WORKS_FOR
6718,889,WORKS_FOR
6719,2699,WORKS_FOR
6720,3005,WORKS_FOR
6721,1906,WORKS_FOR
6722,1406,WORKS_FOR
6723,2041,WORKS_FOR
6724,2258,WORKS_FOR
6725,1676,WORKS_FOR
6726,2419,WORKS_FOR
6727,1609,WORKS_FOR
6728,4337,WORKS_FOR
6729,455,WORKS_FOR
6730,2004,WORKS_FOR
6731,548,WORKS_FOR
6732,881,WORKS_FOR
6733,3142,WORKS_FOR
6734,916,WORKS_FOR
6735,903,WORKS_FOR
6736,765,WORKS_FOR
6737,1211,WORKS_FOR
6738,2113,WORKS_FOR
6739,3527,WORKS_FOR
6740,4039,WORKS_FOR
6741,322,WORKS_FOR
6742,1855,WORKS_FOR
6743,2979,WORKS_FOR
6744,874,WORKS_FOR
6745,281,WORKS_FOR
6746,2109,WORKS_FOR
6747,3782,WORKS_FOR
6748,3733,WORKS_FOR
6749,3766,WORKS_FOR
6750,3940,WORKS_FOR
6751,2855,WORKS_FOR
6752,725,WORKS_FOR
6753,150,WORKS_FOR
6754,296,WORKS_FOR
6755,1167,WORKS_FOR
6756,1635,WORKS_FOR
6757,4336,WORKS_FOR
6758,4237,WORKS_FOR
6759,1956,WORKS_FOR
6760,4048,WORKS_FOR
6761,2942,WORKS_FOR
6762,3576,WORKS_FOR
6763,3684,WORKS_FOR
6764,3159,WORKS_FOR
6765,1186,WORKS_FOR
6766,3351,WORKS_FOR
6767,2750,WORKS_FOR
6768,424,WORKS_FOR
6769,1569,WORKS_FOR
6770,2137,WORKS_FOR
6771,1475,WORKS_FOR
6772,3233,WORKS_FOR
6773,1159,WORKS_FOR
6774,2141,WORKS_FOR
6775,3154,WORKS_FOR
6776,501,WORKS_FOR
6777,641,WORKS_FOR
6778,877,WORKS_FOR
6779,1874,WORKS_FOR
6780,3881,WORKS_FOR
6781,2799,WORKS_FOR
6782,1851,WORKS_FOR
6783,3228,WORKS_FOR
6784,795,WORKS_FOR
6785,1833,WORKS_FOR
6786,3041,WORKS_FOR
6787,2529,WORKS_FOR
6788,1338,WORKS_FOR
6789,2157,WORKS_FOR
6790,3790,WORKS_FOR
6791,1621,WORKS_FOR
6792,3080,WORKS_FOR
6793,4157,WORKS_FOR
6794,3448,WORKS_FOR
6795,3887,WORKS_FOR
6796,1212,WORKS_FOR
6797,2850,WORKS_FOR
6798,3646,WORKS_FOR
6799,3726,WORKS_FOR
6800,994,WORKS_FOR
6801,2655,WORKS_FOR
6802,2985,WORKS_FOR
6803,1595,WORKS_FOR
6804,1329,WORKS_FOR
6805,2189,WORKS_FOR
6806,1163,WORKS_FOR
6807,3914,WORKS_FOR
6808,1557,WORKS_FOR
6809,4078,WORKS_FOR
6810,2768,WORKS_FOR
6811,3266,WORKS_FOR
6812,2978,WORKS_FOR
6813,694,WORKS_FOR
6814,3506,WORKS_FOR
6815,3042,WORKS_FOR
6816,2814,WORKS_FOR
6817,3659,WORKS_FOR
6818,2527,WORKS_FOR
6819,582,WORKS_FOR
6820,1820,WORKS_FOR
6821,3384,WORKS_FOR
6822,366,WORKS_FOR
6823,3696,WORKS_FOR
6824,2998,WORKS_FOR
6825,2479,WORKS_FOR
6826,463,WORKS_FOR
6827,4185,WORKS_FOR
6828,1668,WORKS_FOR
6829,3452,WORKS_FOR
6830,3360,WORKS_FOR
6831,3033,WORKS_FOR
6832,1440,WORKS_FOR
6833,3958,WORKS_FOR
6834,391,WORKS_FOR
6835,3727,WORKS_FOR
6836,2260,WORKS_FOR
6837,4275,WORKS_FOR
6838,1373,WORKS_FOR
6839,1821,WORKS_FOR
6840,2319,WORKS_FOR
6841,1056,WORKS_FOR
6842,3111,WORKS_FOR
6843,2620,WORKS_FOR
6844,1946,WORKS_FOR
6845,3360,WORKS_FOR
6846,3092,WORKS_FOR
6847,852,WORKS_FOR
6848,2119,WORKS_FOR
6849,4147,WORKS_FOR
6850,2619,WORKS_FOR
6851,3674,WORKS_FOR
6852,1986,WORKS_FOR
6853,479,WORKS_FOR
6854,4250,WORKS_FOR
6855,4319,WORKS_FOR
6856,2919,WORKS_FOR
6857,3704,WORKS_FOR
6858,2041,WORKS_FOR
6859,3090,WORKS_FOR
6860,1989,WORKS_FOR
6861,2900,WORKS_FOR
6862,4085,WORKS_FOR
6863,422,WORKS_FOR
6864,442,WORKS_FOR
6865,2542,WORKS_FOR
6866,3807,WORKS_FOR
6867,3879,WORKS_FOR
6868,1217,WORKS_FOR
6869,4084,WORKS_FOR
6870,3675,WORKS_FOR
6871,1803,WORKS_FOR
6872,4052,WORKS_FOR
6873,746,WORKS_FOR
6874,3286,WORKS_FOR
6875,1207,WORKS_FOR
6876,3074,WORKS_FOR
6877,3913,WORKS_FOR
6878,1742,WORKS_FOR
6879,3896,WORKS_FOR
6880,1965,WORKS_FOR
6881,3117,WORKS_FOR
6882,815,WORKS_FOR
6883,2678,WORKS_FOR
6884,248,WORKS_FOR
6885,2294,WORKS_FOR
6886,1586,WORKS_FOR
6887,1531,WORKS_FOR
6888,3857,WORKS_FOR
6889,2229,WORKS_FOR
6890,4069,WORKS_FOR
6891,3122,WORKS_FOR
6892,4042,WORKS_FOR
6893,2478,WORKS_FOR
6894,2498,WORKS_FOR
6895,3189,WORKS_FOR
6896,987,WORKS_FOR
6897,600,WORKS_FOR
6898,2677,WORKS_FOR
6899,3746,WORKS_FOR
6900,2090,WORKS_FOR
6901,3204,WORKS_FOR
6902,2369,WORKS_FOR
6903,1866,WORKS_FOR
6904,674,WORKS_FOR
6905,4189,WORKS_FOR
6906,3973,WORKS_FOR
6907,2142,WORKS_FOR
6908,2549,WORKS_FOR
6909,2173,WORKS_FOR
6910,1457,WORKS_FOR
6911,4247,WORKS_FOR
6912,442,WORKS_FOR
6913,166,WORKS_FOR
6914,3114,WORKS_FOR
6915,2807,WORKS_FOR
6916,2510,WORKS_FOR
6917,716,WORKS_FOR
6918,1378,WORKS_FOR
6919,905,WORKS_FOR
6920,1531,WORKS_FOR
6921,4133,WORKS_FOR
6922,3119,WORKS_FOR
6923,1130,WORKS_FOR
6924,2750,WORKS_FOR
6925,2916,WORKS_FOR
6926,1896,WORKS_FOR
6927,3121,WORKS_FOR
6928,3433,WORKS_FOR
6929,3961,WORKS_FOR
6930,3746,WORKS_FOR
6931,1667,WORKS_FOR
6932,2848,WORKS_FOR
6933,920,WORKS_FOR
6934,768,WORKS_FOR
6935,946,WORKS_FOR
6936,860,WORKS_FOR
6937,3635,WORKS_FOR
6938,635,WORKS_FOR
6939,3280,WORKS_FOR
6940,3149,WORKS_FOR
6941,3627,WORKS_FOR
6942,2150,WORKS_FOR
6943,2824,WORKS_FOR
6944,379,WORKS_FOR
6945,313,WORKS_FOR
6946,2138,WORKS_FOR
6947,1309,WORKS_FOR
6948,1687,WORKS_FOR
6949,1559,WORKS_FOR
6950,831,WORKS_FOR
6951,1083,WORKS_FOR
6952,1343,WORKS_FOR
6953,3713,WORKS_FOR
6954,1368,WORKS_FOR
6955,1503,WORKS_FOR
6956,1830,WORKS_FOR
6957,481,WORKS_FOR
6958,3036,WORKS_FOR
6959,1240,WORKS_FOR
6960,3240,WORKS_FOR
6961,1094,WORKS_FOR
6962,824,WORKS_FOR
6963,3336,WORKS_FOR
6964,3379,WORKS_FOR
6965,4311,WORKS_FOR
6966,2651,WORKS_FOR
6967,4121,WORKS_FOR
6968,1778,WORKS_FOR
6969,2324,WORKS_FOR
6970,434,WORKS_FOR
6971,755,WORKS_FOR
6972,2416,WORKS_FOR
6973,3556,WORKS_FOR
6974,2218,WORKS_FOR
6975,4173,WORKS_FOR
6976,3661,WORKS_FOR
6977,1732,WORKS_FOR
6978,177,WORKS_FOR
6979,455,WORKS_FOR
6980,3092,WORKS_FOR
6981,3033,WORKS_FOR
6982,4020,WORKS_FOR
6983,2608,WORKS_FOR
6984,3456,WORKS_FOR
6985,4146,WORKS_FOR
6986,3010,WORKS_FOR
6987,1219,WORKS_FOR
6988,2789,WORKS_FOR
6989,1803,WORKS_FOR
6990,594,WORKS_FOR
6991,2113,WORKS_FOR
6992,2320,WORKS_FOR
6993,3185,WORKS_FOR
6994,3557,WORKS_FOR
6995,266,WORKS_FOR
6996,4234,WORKS_FOR
6997,1915,WORKS_FOR
6998,3401,WORKS_FOR
6999,929,WORKS_FOR
7000,260,WORKS_FOR
7001,4257,WORKS_FOR
7002,3977,WORKS_FOR
7003,3445,WORKS_FOR
7004,3454,WORKS_FOR
7005,3508,WORKS_FOR
7006,3848,WORKS_FOR
7007,2298,WORKS_FOR
7008,3209,WORKS_FOR
7009,1932,WORKS_FOR
7010,387,WORKS_FOR
7011,209,WORKS_FOR
7012,200,WORKS_FOR
7013,737,WORKS_FOR
7014,1515,WORKS_FOR
7015,780,WORKS_FOR
7016,2607,WORKS_FOR
7017,2803,WORKS_FOR
7018,1404,WORKS_FOR
7019,2908,WORKS_FOR
7020,1936,WORKS_FOR
7021,3255,WORKS_FOR
7022,4005,WORKS_FOR
7023,3963,WORKS_FOR
7024,1186,WORKS_FOR
7025,1702,WORKS_FOR
7026,3376,WORKS_FOR
7027,1935,WORKS_FOR
7028,2260,WORKS_FOR
7029,3726,WORKS_FOR
7030,1757,WORKS_FOR
7031,3603,WORKS_FOR
7032,2523,WORKS_FOR
7033,2178,WORKS_FOR
7034,734,WORKS_FOR
7035,791,WORKS_FOR
7036,3000,WORKS_FOR
7037,566,WORKS_FOR
7038,4119,WORKS_FOR
7039,2079,WORKS_FOR
7040,887,WORKS_FOR
7041,2098,WORKS_FOR
7042,4290,WORKS_FOR
7043,3679,WORKS_FOR
7044,2074,WORKS_FOR
7045,200,WORKS_FOR
7046,2328,WORKS_FOR
7047,3318,WORKS_FOR
7048,802,WORKS_FOR
7049,2859,WORKS_FOR
7050,1347,WORKS_FOR
7051,3184,WORKS_FOR
7052,2600,WORKS_FOR
7053,3322,WORKS_FOR
7054,1942,WORKS_FOR
7055,3516,WORKS_FOR
7056,4163,WORKS_FOR
7057,221,WORKS_FOR
7058,1167,WORKS_FOR
7059,2225,WORKS_FOR
7060,2577,WORKS_FOR
7061,4237,WORKS_FOR
7062,1295,WORKS_FOR
7063,1476,WORKS_FOR
7064,2027,WORKS_FOR
7065,2114,WORKS_FOR
7066,374,WORKS_FOR
7067,2170,WORKS_FOR
7068,3427,WORKS_FOR
7069,194,WORKS_FOR
7070,956,WORKS_FOR
7071,1204,WORKS_FOR
7072,2921,WORKS_FOR
7073,1669,WORKS_FOR
7074,1930,WORKS_FOR
7075,651,WORKS_FOR
7076,3949,WORKS_FOR
7077,649,WORKS_FOR
7078,645,WORKS_FOR
7079,516,WORKS_FOR
7080,3240,WORKS_FOR
7081,3263,WORKS_FOR
7082,3761,WORKS_FOR
7083,2390,WORKS_FOR
7084,1196,WORKS_FOR
7085,2404,WORKS_FOR
7086,950,WORKS_FOR
7087,2797,WORKS_FOR
7088,1425,WORKS_FOR
7089,270,WORKS_FOR
7090,927,WORKS_FOR
7091,2234,WORKS_FOR
7092,2483,WORKS_FOR
7093,115,WORKS_FOR
7094,3699,WORKS_FOR
7095,2859,WORKS_FOR
7096,1306,WORKS_FOR
7097,2581,WORKS_FOR
7098,1426,WORKS_FOR
7099,622,WORKS_FOR
7100,2991,WORKS_FOR
7101,1571,WORKS_FOR
7102,308,WORKS_FOR
